Text;Jahr;Häufigkeit;Ground Truth?;Ground-Truth Quelle/ID
Hocker, Nikolaus – An Heinrich Pröhle;1856;1;0;
Hocker, Nikolaus – Aus Bayern;1856;1;0;
Hocker, Nikolaus – Deutsche Heldensage;1856;1;0;
Hocker, Nikolaus – Karl Simrock;1856;1;0;
Hocker, Nikolaus – Nikolaus Cusanus;1856;1;0;
Hocker, Nikolaus – St. Eucharius;1856;1;0;
Hoffs, Friedrich van – Zur Gedächtnisfeier des Kaisers Wilhelms I.;1877;1;0;
Hofmann, Bernhard – Nausikaa;1868;1;0;
Hohlbaum, Robert – Deutscher Himmelsflug. Wieland der Schmied;1920;1;0;
Hohlbaum, Robert – Deutscher Himmelsflug. Zeppelin;1920;1;0;
Hohlbaum, Robert – Die Ballade vom Vaterland;1920;1;0;
Hohlbaum, Robert – Luther;1920;1;0;
Hohlbaum, Robert – Schubert;1920;1;0;
Hohlbaum, Robert – Studentenballade (1813);1920;1;0;
Hohlbaum, Robert – Ulrich von Hutten an Martin Luther;1920;1;0;
Hohlbaum, Robert – Zeppelin;1920;1;0;
Hohlbaum, Robert – Zwei Jahre (1866. 1915);1920;1;0;
Holthusen, Hans Egon – Ein mann vor Stalingrad (1942);1947;1;0;
Holthusen, Hans Egon – Trilogie des Krieges (1941);1947;1;0;
Holz, Arno – Een Boot is noch buten;1897;1;0;
Holzapfel, Carl Maria – Der Geist von Langemarck;1924;1;0;
Holzapfel, Carl Maria – Der Tambour;1924;1;0;
Holzapfel, Carl Maria – Einer baut einen Dom;1924;1;0;
Holzapfel, Carl Maria – Langemarck;1924;1;0;
Holzapfel, Carl Maria – Vor Sonnenaufgang (Albert Leo Schlageter);1924;1;0;
Honegger, Johann Jakob – Wär’ ich …;1850;1;0;
Hopfen, Hans von – Beim Ausbruch des Krieges;1864;1;0;
Hopfen, Hans von – Heinrichs IV. Entführung;1869;1;0;
Hopp, Ernst Otto – Aus Katilina;1875;1;0;
Hopp, Ernst Otto – Neros Bacchanal;1875;1;0;
Hörmann von Hörbach, Angelika – Das goldene Dachl in Innsbruck;1877;1;0;
Horn, Uffo – Gutenberg, die eben vollendete Bibel in der Hand (Fragment);1842;1;0;
Horn, Uffo – Spartakus;1851;1;0;
Hosäus, Wilhelm – Albrecht der Bär;1861;1;0;
Hosäus, Wilhelm – Der falsche Waldemar;1861;1;0;
Hosäus, Wilhelm – Die Einnahme von Glogau;1861;1;0;
Hosäus, Wilhelm – Die Teilung Anhalts;1861;1;0;
Hosäus, Wilhelm – Gustav Adolfs Leichenzug;1861;1;0;
Hub, Ignaz – Das Lied vom bayrischen Löwen;1844;1;0;
Hub, Ignaz – Fortunat von Baden;1844;1;0;
Hub, Ignaz – Frankfurter Messe;1844;1;0;
Hübner, Julius – Des Reiches Erbe;1840;1;0;
Hübner, Julius – Kaiserbraut;1840;1;0;
Hübner, Julius – Kaisergruß;1840;1;0;
Huch, Ricarda – Aus dem Dreißigjährigen Kriege. Christian von Braunschweigs Tod;1898;1;0;
Huch, Ricarda – Heimweh;1898;1;0;
Huchel, Peter – Münze aus Bir El Abbas;1937;1;0;
Huggenberger, Alfred – Fahnenflucht;1901;1;0;
Huggenberger, Alfred – Jörg von Grundsberg (1522);1901;1;0;
Hüll, Johannes – Die Weißenburg-Ouverture;1870;1;0;
Hutterus, Johann Martin – Belleda;1844;1;0;
Hutterus, Johann Martin – Der Rabbi;1844;1;0;
Hutterus, Johann Martin – Die Trompetereiche;1844;1;0;
Idel, Wilhelm – Der Mönch con Lorsch;1883;1;0;
Iseke, Anton – Zu Kaisers Geburtstag;1894;1;0;
Jäger, Hermann – Die Burgmauer;1849;1;0;
Jähns, Max – Luther;1871;1;0;
Jelusich, Mirko – Vaterunser 1914;1920;1;0;
Jensen, Wilhelm – Am 24. Dezember 1870;1871;1;0;
Jensen, Wilhelm – Das Gericht für den letzten Staufen;1871;1;0;
Jensen, Wilhelm – Das Haus des Meroväns;1871;1;0;
Jensen, Wilhelm – Der 2. September 1870;1871;1;0;
Jensen, Wilhelm – Die deutsche Kaiserkrone;1871;1;0;
Jensen, Wilhelm – Die Stedinger;1871;1;0;
Jensen, Wilhelm – In den Weinbergen von Wörth;1871;1;0;
Jensen, Wilhelm – Lieder aus Frankreich;1871;1;0;
Jensen, Wilhelm – Pästums Tempelrionen;1871;1;0;
Jensen, Wilhelm – Zwölfnacht;1871;1;0;
Johst, Hanns – An meinen Sohn;1924;1;0;
Jordan, Wilhelm – An die Mehrheit des deutschen Reichstags;1853;1;0;
Jordan, Wilhelm – Die Götterbehausung auf dem Brocken;1853;1;0;
Jordan, Wilhelm – Volkers Sterbesang;1853;1;0;
Jordan, Wilhelm – Was er vollbracht, ist wunderhaft;1853;1;0;
Jost, Eduard – General von Manstein nach der Schlacht bei Saarbrücken;1871;1;0;
Jost, Eduard – Vater und Sohn;1871;1;0;
Jung, Frieda – Ostpreußenarzt;1899;1;0;
Kahle, Maria – Bruderruf;1925;1;0;
Kaiser, Georg – Ballade von Cäsars Ende;1912;1;0;
Kalbeck, Max – Die Eiche im Elsaß;1884;1;0;
Kalbeck, Max – Narkissos;1884;1;0;
Kampmann, Friedrich – Der Sprung vom Giebichenstein;1862;1;0;
Kaschnitz, Marie Luise – Im Kriege;1935;1;0;
Kauffer, Eduard – Dem Kaiser Wilhelm;1858;1;0;
Kauffer, Eduard – Peter von Amiens auf der Kirchenversammlung zu Clermont;1858;1;0;
Kaufmann, Alexander – Adolph Pichler;1851;1;0;
Kaufmann, Alexander – Aus dem Spessart;1851;1;0;
Kaufmann, Alexander – Das Wunder von St. Gallen;1851;1;0;
Kaufmann, Alexander – Des heiligen römischen Reichs Einritt;1851;1;0;
Kaufmann, Alexander – Die Bekehrung des Longobarden-Herzogs Ariolf;1851;1;0;
Kaufmann, Alexander – Die drei Schüler;1851;1;0;
Kaufmann, Alexander – Die Eselmünzen von Mainz;1851;1;0;
Kaufmann, Alexander – Die Mönche von Johannisberg;1851;1;0;
Kaufmann, Alexander – Epimenides. 596 v. Chr.;1851;1;0;
Kaufmann, Alexander – Kaiser Karl und die Normänner;1851;1;0;
Kaufmann, Alexander – Vor dem Kampfe;1851;1;0;
Kaufmann, Alexander – Wolfg. Müller;1851;1;0;
Keck, Karl Heinrich – Vespasian und die gallische Fürstenfamilie;1858;1;0;
Keim, Franz – Josephus sexundus;1874;1;0;
Keim, Franz – Ofterdingens Gesang;1874;1;0;
Keim, Franz – Wilhelm Weißbart;1874;1;0;
Keller, Gottfried – Der Taugenichts;1853;1;0;
Keller, Gottfried – Die Landesversammlung zur Tilgung der Sonderbundskriegsschuld (1852);1853;1;0;
Keller, Gottfried – Die öffentlichen Verleumder;1853;1;0;
Keller, Gottfried – Eidgenossenschaft;1853;1;0;
Keller, Gottfried – Ein bewaffneter Schmied von 1278 erzählt: Aus der Johannisnacht;1853;1;0;
Keller, Gottfried – Frühlingsglaube;1853;1;0;
Keller, Gottfried – Jesuitenzug (1843);1853;1;0;
Keller, Gottfried – Marschlied für das ostschweiz. Kadettenfest (1856);1853;1;0;
Keller, Gottfried – Reformation;1853;1;0;
Keller, Gottfried – Schlafwandel;1853;1;0;
Keller, Gottfried – Schlussgesang am Volkstage in Solothurn für Annahme der abgeänderten Bundesverfassung (1873);1853;1;0;
Keller, Gottfried – Schweizer Reisläufer (1649, 1757);1853;1;0;
Keller, Gottfried – Sommernacht;1853;1;0;
Keller, Gottfried – Winternacht;1853;1;0;
Keller, Paul – Einmal wird alles vergessen sein;1907;1;0;
Kernstock, Ottokar – Der Münch von Salzburg;1882;1;0;
Kernstock, Ottokar – Der Spion;1882;1;0;
Kernstock, Ottokar – Frau Luitgarts Totenmahl;1882;1;0;
Kiehne, Hermann – Symposion;1889;1;0;
Kiesgen, Laurenz – Dem Kaiser zum 27. Januar 1892;1894;1;0;
Kiesgen, Laurenz – Dem Kaiser zum Geburtstage (1899);1894;1;0;
Kiesgen, Laurenz – Des Kaisers Meerfahrt;1894;1;0;
Kinkel, Gottfried – Als ich von Deutschland schied;1849;1;0;
Kinkel, Gottfried – Der Meisterschuß;1849;1;0;
Kinkel, Gottfried – Die Jagd;1849;1;0;
Kinkel, Gottfried – Die Reiherbeize;1849;1;0;
Kinkel, Gottfried – Karl des Großen Weinbau;1849;1;0;
Kinkel, Gottfried – St. Margaretha;1849;1;0;
Kinkel, Gottfried – Vor der Marmorstatue der Pallas Athene;1849;1;0;
Kirchhoff, Christian – Idstedt;1856;1;0;
Kirchner, Friedrich – Aug. Herm. Francke;1860;1;0;
Kirchner, Friedrich – Ave Maria;1860;1;0;
Kirchner, Friedrich – Bonifacius;1860;1;0;
Kirchner, Friedrich – Die Lilie von Corbie;1860;1;0;
Kirchner, Friedrich – Fenelon;1860;1;0;
Kirchner, Friedrich – Girolamo Savonarola;1860;1;0;
Kirchner, Friedrich – Goethe;1860;1;0;
Kirchner, Friedrich – Hans Egede;1860;1;0;
Kirchner, Friedrich – Hypatia;1860;1;0;
Kirchner, Friedrich – Joh. Friedrich der Großmütige;1860;1;0;
Kirchner, Friedrich – Schleiermacher;1860;1;0;
Kirchner, Friedrich – Schloß Chillon;1860;1;0;
Klabund – Die Ballade des Vergessens (Gekürzt);1924;1;0;
Klaeber, Kurt – Meine Maschine;1915;1;0;
Klee, Gotthold – Deutschlands Stärke;1884;1;0;
Klee, Gotthold – Kaiser Wilhelms Tod (1888);1884;1;0;
Kletke, Hermann – Am Todestage Alexander v. Humboldt’s (5. Mai 1859);1847;1;0;
Kletke, Hermann – Die Judenverfolgung in der Mark;1847;1;0;
Kletke, Hermann – Kurfürst Joachim I. von Brandenburg und der Kaufmann;1847;1;0;
Kletke, Hermann – Nie hast du gezaudert, wenns Vaterland rief;1847;1;0;
Kleuker, Ernst – Versailles;1923;1;0;
Kluge, Friedrich – Das Hildebrandslied;1890;1;0;
Knies, Richard – Erlösung;1920;1;0;
Knortz, Karl – Der welsche Schrein;1875;1;0;
Koehlich, Richard – Die Vestalin;1900;1;0;
Koelwel, Eduard – Sickingens Tod;1916;1;0;
Koenemann, Dietrich – Karls des Großen Tod;1858;1;0;
Koenemann, Dietrich – Walther von der Vogelweide;1858;1;0;
Kolbenheyer, Erwin Guido – 1921;1912;1;0;
Kolbenheyer, Erwin Guido – Das Erbe;1912;1;0;
Kolbenheyer, Erwin Guido – Deutsches Leid;1912;1;0;
Kolbenheyer, Erwin Guido – Lied der Alten;1912;1;0;
Kolbenheyer, Erwin Guido – Unser Leben;1912;1;0;
Kolbenheyer, Moritz – Nachruf dem großen Todten des 12. September;1844;1;0;
Kölsch, Kurt – Die Auswanderer;1938;1;0;
König, Eberhard – Das Pereat von Halle;1905;1;0;
König, Otto – Emden;1916;1;0;
König, Otto – S. M. S. „Ayesha“ (9. November 1914);1916;1;0;
Koppel, Ernst – Tiberius vor Rom;1884;1;0;
Köppen, Anne Marie – An Widukinds Grab;1933;1;0;
Köppen, Anne Marie – Hitler;1933;1;0;
Köppen, Fedor von – Der Landwehrmann von Metz;1864;1;0;
Köppen, Fedor von – Mein deutsches Volk, o denke dran!;1864;1;0;
Koßarsky, Ludwig – Die drei Männer in Worms;1844;1;0;
Koßarsky, Ludwig – Muhamed und die Greisin;1844;1;0;
Köster, Hans – General von Werder;1852;1;0;
Köster, Hans – Moltke;1852;1;0;
Köster, Hans – Sedan;1852;1;0;
Kotas, Walther Hjalmar – Gesang deutscher Männer;1934;1;0;
Kotzde, Wilhelm – Afrikanischer Ritt;1904;1;0;
Kotzde, Wilhelm – Am Kremmener Damm;1904;1;0;
Kotzde, Wilhelm – Auf Sankt Georgen;1904;1;0;
Kotzde, Wilhelm – Die Rache des Quitz;1904;1;0;
Kotze, Stefan von – Episode;1903;1;0;
Kr. [Kriebitzsch, Karl Theodor?] – Am Eingang;1845;1;0;
Kr. [Kriebitzsch, Karl Theodor?] – Die Thermopylen;1845;1;0;
Krais, Julius – Alarich und Rom;1841;1;0;
Krais, Julius – Bonifacius fällt die Thorseiche bei Geismar;1841;1;0;
Krais, Julius – Demosthenes Tod;1841;1;0;
Krais, Julius – Der alte Alliierte (1759);1841;1;0;
Krais, Julius – Der Choral bei Leuthen. 5. December 1757;1841;1;0;
Krais, Julius – Die 400 Pforzheimer bei Wimpfen;1841;1;0;
Krais, Julius – Die Hansa;1841;1;0;
Krais, Julius – Die lebendige Mauer;1841;1;0;
Krais, Julius – Die Schlacht bei Wimpfen;1841;1;0;
Krais, Julius – Friedrich von Hausen;1841;1;0;
Krais, Julius – General von Werder bei Belfort;1841;1;0;
Krais, Julius – Hedwig, Herzogin von Schwaben;1841;1;0;
Krais, Julius – Kaiser Heinrich IV. und die Bürger zu Worms;1841;1;0;
Krais, Julius – Karls des Großen Tod;1841;1;0;
Krais, Julius – König Olaf der Heilige von Norwegen;1841;1;0;
Krais, Julius – Luther und Frundsberg;1841;1;0;
Krais, Julius – Luthers häusliches Leben;1841;1;0;
Krais, Julius – Petrus Waldus;1841;1;0;
Krais, Julius – Prinz Eugen vor Roveredo;1841;1;0;
Krais, Julius – Sinfons Tod;1841;1;0;
Krais, Julius – Tacitus;1841;1;0;
Krais, Julius – Ulfilas;1841;1;0;
Krais, Julius – Was ein Lied vermag;1841;1;0;
Kreusler, Wolrad – Hurrah, du Königssohn! (1870);1851;1;0;
Kreuzhage, Eduard – Der Herthadienst auf der Insel Rügen;1872;1;0;
Kreuzhage, Eduard – Nero vor dem brennenden Rom;1872;1;0;
Kriebitzsch, Karl Theodor – Die letzten Tage von Carthago;1845;1;0;
Kries, Georg von – König von Graudenz (1807);1897;1;0;
Kruse, Heinrich – Aschylus;1849;1;0;
Kruse, Heinrich – Der Marathonische Sieg;1849;1;0;
Kruse, Heinrich – Xerxes;1849;1;0;
Kübler, Jakob – Die Schlacht bei Granson;1847;1;0;
Kugler, Franz – Der Thurm von Thann;1842;1;0;
Kugler, Franz – Die Eisenmauer (1157);1842;1;0;
Kugler, Franz – Friedrich I. und Gela;1842;1;0;
Kugler, Franz – Jungfrau Lorenz;1842;1;0;
Kunad, Paul – Cäsars Ende;1898;1;0;
Kunad, Paul – Cäsars Lorbeer;1898;1;0;
Kunad, Paul – Manlius und die kapitolinischen Gänse;1898;1;0;
Kunad, Paul – Pompejus;1898;1;0;
Kunad, Paul – Sulla;1898;1;0;
Künzel, Heinrich – Philipp der Großmüßthige in der Gefangenschaft;1844;1;0;
Künzel, Heinrich – Prinz Emil von Hessen auf dem Rückzuge der großen Armee aus Rußland;1844;1;0;
Kupffer-Ertzdorff, Elisar von – Antonous;1906;1;0;
Kurz, Hermann – Ostern 1525;1847;1;0;
Kurz, Isolde – Der Samariter;1887;1;0;
Kurz, Isolde – Deutschlands Klage um Weddigens Untergang;1887;1;0;
Kurz, Isolde – Die deutsche Mutter;1887;1;0;
Kurz, Isolde – Schwert aus der Scheide;1887;1;0;
Ladurner, Alois – Der Kampf am Küchelberge;1872;1;0;
Lahmann, Johann Friedrich – Heinrich IV. an der Elster;1892;1;0;
Laistner, Ludwig – Hermannus Contractus;1879;1;0;
Landsteiner, Karl – Jeremia auf den Trümmern von Jerusalem;1869;1;0;
Lange, Martin Hugo – Max und Kunz;1852;1;0;
Lange, Martin Hugo – Tejas;1852;1;0;
Langer, Anton – Neue Strophen zu einem alten Liede;1858;1;0;
Lautz, Ludwig – Thusneldas Hoffnung;1864;1;0;
Le Fort, Gertrud von – Deutsches Leid;1910;1;0;
Le Fort, Gertrud von – Die Heimatlosen;1910;1;0;
Le Fort, Gertrud von – Hymnen an Deutschland;1910;1;0;
Leidl, Ernst – Der Kanzler;1929;1;0;
Leidl, Ernst – Wir heben unsre Hände;1929;1;0;
Leip, Hans – Lied im Schutt;1927;1;0;
Lemcke, Karl – Hannibals Schwur;1865;1;0;
Lemcke, Karl – Saul’s Tod;1865;1;0;
Lennemann, Wilhelm – Widukind;1909;1;0;
Lepel, Bernhard von – Kurfürstin Elisabeth in Lichtenburg;1852;1;0;
Lepel, Bernhard von – Papst Clemens XIV.;1852;1;0;
Lepel, Bernhard von – Scharnhorst;1852;1;0;
Lepel, Bernhard von – Schleswigs Ostern;1852;1;0;
Leppa, Karl Franz – Hussiten im Böhmerwald;1927;1;0;
Lersch, Heinrich – Arbeit;1923;1;0;
Lersch, Heinrich – Das Eisen;1923;1;0;
Lersch, Heinrich – Das Heer;1923;1;0;
Lersch, Heinrich – Der deutsche Soldat;1912;1;0;
Lersch, Heinrich – Der Kriegsinvalide;1923;1;0;
Lersch, Heinrich – Der Posten;1917;1;0;
Lersch, Heinrich – Kriegsgesicht. Gewissen um den Krieg;1923;1;0;
Lersch, Heinrich – SA. marschiert;1923;1;0;
Lersch, Heinrich – Soldatentestament;1912;1;0;
Lersch, Heinrich – Zwiesprache mit dem Eisen;1923;1;0;
Leuteritz, Gustav – Deutschland;1929;1;0;
Leuteritz, Gustav – Heroische Jugend;1929;1;0;
Leuthold, Heinrich – Das schönste Los. Den bei Novara Gefallenen (1513);1861;1;0;
Leutrum-Ertingen, Ad. von – Dem deutschen Volke;1851;1;0;
Leutrum-Ertingen, Ad. von – Der deutsche Matrose;1851;1;0;
Levitschnigg, Heinrich von – Der Banus bei Moor;1844;1;0;
Levitschnigg, Heinrich von – Ein Braver;1844;1;0;
Levitschnigg, Heinrich von – Hentzi;1844;1;0;
Levitschnigg, Heinrich von – Pauline Fürstin Schwarzenberg;1844;1;0;
Lienert, Meinrad – Der rote Schweizer;1899;1;0;
Lienert, Meinrad – Die alte Schwyzer;1899;1;0;
Lienert, Meinrad – Dr Frauebrunne (1798);1899;1;0;
Lienert, Meinrad – Dr Pfyffer;1899;1;0;
Lienert, Meinrad – Haarus!;1899;1;0;
Lienert, Meinrad – Z’Chrieg;1899;1;0;
Lienhard, Friedrich – Buren-Patrouille;1899;1;0;
Lienhard, Friedrich – Dem Elsaß;1899;1;0;
Lienhard, Friedrich – Deutschland und Holland;1899;1;0;
Lienhard, Friedrich – Die Armagnaken;1899;1;0;
Lienhard, Friedrich – Einsam;1899;1;0;
Lienhard, Friedrich – Walter und Hildegunde;1899;1;0;
Liliencron, A. von – Es tönen die Glocken weit hin durch das Reich;1878;1;0;
Liliencron, Detlev von – An Conrad Ferdinand Meyer;1878;1;0;
Liliencron, Detlev von – An Eduard Mörike;1878;1;0;
Liliencron, Detlev von – An Heinrich von Kleist;1878;1;0;
Liliencron, Detlev von – An Hugo Wolf;1878;1;0;
Liliencron, Detlev von – An Theodor Storn;1878;1;0;
Liliencron, Detlev von – Cinrinnatus;1878;1;0;
Liliencron, Detlev von – Der Blitzzug;1878;1;0;
Liliencron, Detlev von – Der Genius;1878;1;0;
Liliencron, Detlev von – Der Hohenfriedeberger;1878;1;0;
Liliencron, Detlev von – Der Zapfenstreich;1878;1;0;
Liliencron, Detlev von – Die Attacke;1878;1;0;
Liliencron, Detlev von – Die Schlacht bei Bornhöved. (Am Marien Magdalenentage 1227);1878;1;0;
Liliencron, Detlev von – Heidebilder;1878;1;0;
Liliencron, Detlev von – In Erinnerung;1878;1;0;
Liliencron, Detlev von – Mit Trimmeln und Pfeifen;1878;1;0;
Liliencron, Detlev von – Phaeton ist gefallen;1878;1;0;
Liliencron, Detlev von – Spruch;1878;1;0;
Liliencron, Detlev von – Wibke Pogwisch;1878;1;0;
Lindner, Johannes – Der Trommler Veit Gottesfund;1930;1;0;
Lingg, Hermann – Ägina;1854;1;0;
Lingg, Hermann – Alexander von Humboldt;1854;1;0;
Lingg, Hermann – Alhambra;1854;1;0;
Lingg, Hermann – An Beethovens Todestag;1854;1;0;
Lingg, Hermann – An Oesterreich;1854;1;0;
Lingg, Hermann – Baldur;1854;1;0;
Lingg, Hermann – Bauernkrieg;1854;1;0;
Lingg, Hermann – Belagerung von Paris;1854;1;0;
Lingg, Hermann – Capri;1854;1;0;
Lingg, Hermann – Chor der Walküren;1854;1;0;
Lingg, Hermann – Cyklopenmauern;1868;1;0;
Lingg, Hermann – Das rote Kreuz im weißen Feld;1854;1;0;
Lingg, Hermann – Dem neuen Jahrhundert;1854;1;0;
Lingg, Hermann – Der Schmied von Kochel;1854;1;0;
Lingg, Hermann – Die Bastille;1854;1;0;
Lingg, Hermann – Die Gralsburg;1854;1;0;
Lingg, Hermann – Die Karlsglocke;1854;1;0;
Lingg, Hermann – Die Nymphen an Diana;1854;1;0;
Lingg, Hermann – Die Rede des Demosthenes;1854;1;0;
Lingg, Hermann – Die Rose auf dem Palatin;1854;1;0;
Lingg, Hermann – Die Vehme;1854;1;0;
Lingg, Hermann – Dodona;1854;1;0;
Lingg, Hermann – Erwartung des Weltgerichts;1854;1;0;
Lingg, Hermann – Gesang der Titanen;1854;1;0;
Lingg, Hermann – Heinrich der Finkler (919);1854;1;0;
Lingg, Hermann – Heinrich IV. (1106);1854;1;0;
Lingg, Hermann – Helena;1854;1;0;
Lingg, Hermann – Homer;1854;1;0;
Lingg, Hermann – Hymnus an Diana;1854;1;0;
Lingg, Hermann – Kleopatra an ihre Schlange;1854;1;0;
Lingg, Hermann – König Konradins Einzug in Rom;1854;1;0;
Lingg, Hermann – Landsknechtslied;1854;1;0;
Lingg, Hermann – Leichenfeier;1854;1;0;
Lingg, Hermann – Lokes Ritt;1854;1;0;
Lingg, Hermann – Manfred;1854;1;0;
Lingg, Hermann – Manlius;1854;1;0;
Lingg, Hermann – Mohammed (Um 600 nach Chr.);1854;1;0;
Lingg, Hermann – Nach dem Siege bei Salamis;1854;1;0;
Lingg, Hermann – Nero in Subiaco;1854;1;0;
Lingg, Hermann – Niobe;1854;1;0;
Lingg, Hermann – Nomadenzug (Um 1240);1854;1;0;
Lingg, Hermann – Nordische Sommernacht;1854;1;0;
Lingg, Hermann – Odins Fahrt;1854;1;0;
Lingg, Hermann – Palmyra;1854;1;0;
Lingg, Hermann – Pausanias und Kleonice;1854;1;0;
Lingg, Hermann – Pompeji;1854;1;0;
Lingg, Hermann – Prometheus’ Erlösung;1854;1;0;
Lingg, Hermann – Proserpina;1854;1;0;
Lingg, Hermann – Römische Veteranen im Norden;1854;1;0;
Lingg, Hermann – Römischer Triumphgesang;1854;1;0;
Lingg, Hermann – Sagen aus Karls des Großen Leben. Kaiser Karl als Richter;1854;1;0;
Lingg, Hermann – Therapne;1854;1;0;
Lingg, Hermann – Theudelinde;1854;1;0;
Lingg, Hermann – Timur;1854;1;0;
Lingg, Hermann – Zu Mozart’s Gedächtniß;1854;1;0;
Lingg, Hermann – Zwei Mächte;1854;1;0;
Linke, Johannes – Esche und Ulme;1934;1;0;
Linke, Johannes – Yggdrasil;1934;1;0;
Lissauer, Ernst – Alle (1813);1916;1;0;
Lissauer, Ernst – Die Freiwilligen;1916;1;0;
Lissauer, Ernst – Die Opfergaben;1910;1;0;
Lissauer, Ernst – Einsegnung;1916;1;0;
Lissauer, Ernst – Führer;1916;1;0;
Lissauer, Ernst – Gesicht;1910;1;0;
Lissauer, Ernst – Silhouetten;1910;1;0;
Listmann, Georg – König Günther von Schwarzburg;1859;1;0;
Listmann, Georg – Konstantinos Rhigas;1859;1;0;
Loewenberg, Jakob – Auf dem Felde der Ehre;1890;1;0;
Loewenberg, Jakob – Fürst Vaterland;1890;1;0;
Loewenberg, Jakob – Kriegsfreiwillig;1890;1;0;
Lohmeyer, Julius – Frau Hulda;1868;1;0;
Lohmeyer, Julius – Was preis’ ich am höchsten im Vaterland?;1868;1;0;
Lohmeyer, Julius – Wie wir Metz eroberten;1868;1;0;
Löhn-Siegel, Anna – Chor der Nereiden;1864;1;0;
Löns, Hermann – Auf Feldwache;1900;1;0;
Löns, Hermann – Das Mammut;1900;1;0;
