Text;Jahr;Häufigkeit;Ground Truth?;Ground-Truth Quelle/ID
Wichert, Ernst – General York;1857;1;0;
Wichmann, Franz – Bismarck;1893;1;0;
Wichmann, Franz – Rosamunde (573);1893;1;0;
Wickenburg-Almasy, Wilhelmine – Nachruf an Julie Rettich;1879;1;0;
Wickenburg, Albrecht von – An unsere Nordpolfahrer;1872;1;0;
Wickenburg, Albrecht von – Anderl Speckbacher;1872;1;0;
Wickenburg, Albrecht von – Des Sandwirts Heimkehr;1872;1;0;
Wickenburg, Albrecht von – Die Gelbschnäbel von Kolin;1872;1;0;
Wickenburg, Albrecht von – Ein Wiener Turnier;1872;1;0;
Wickenburg, Albrecht von – Haspinger. 1. Der Student von Bozen;1872;1;0;
Wickenburg, Albrecht von – Haspinger. 2. Pater Feuerbart;1872;1;0;
Wickenburg, Albrecht von – Hofers Tod;1872;1;0;
Wickenburg, Albrecht von – Josef Speckbacher;1872;1;0;
Wickenburg, Albrecht von – Marschall Daun;1872;1;0;
Wickenburg, Albrecht von – Sagen aus Karls des Großen Leben. Herr Eginhart der Schreiber;1872;1;0;
Wickenburg, Albrecht von – Siegesbotschaft;1872;1;0;
Wiechert, Ernst – Der Kurfürst in Preußen;1921;1;0;
Wiegand, Carl Friedrich – Totenzug;1911;1;0;
Wiegand, Johannes – Die Heldenfahrt der „Königin Luise“ (8. August 1914);1908;1;0;
Wiegershaus, Friedrich – Sehnsucht;1911;1;0;
Wigand, Franz – Die deutsche Sprache;1846;1;0;
Wigand, Franz – Die drei Deutschen;1846;1;0;
Wilbrandt, Adolf von – Im neuen Jahrhundert;1871;1;0;
Wildenbruch, Ernst von – An die deutsche Jugend;1879;1;0;
Wildenbruch, Ernst von – Dem Kaiser Wilhelm I.;1879;1;0;
Wildenbruch, Ernst von – Deutsches Neujahr (1909);1879;1;0;
Wildenbruch, Ernst von – Die Eroberung der Mainau;1879;1;0;
Wildenbruch, Ernst von – Die Gräber bei Metz;1879;1;0;
Wildenbruch, Ernst von – Frankreichs Frevel (1. Sept. 1870);1873;1;0;
Wildenbruch, Ernst von – Gruß Hannovers an Kaiser Wilhelm II.;1879;1;0;
Wildenbruch, Ernst von – Heinrich IV. in Hammerstein (1104);1879;1;0;
Wildenbruch, Ernst von – Homer;1879;1;0;
Wildenbruch, Ernst von – Inschrift an Villa Zirio in San Remo;1879;1;0;
Wildenbruch, Ernst von – Unser Kaiser Wilhelm;1879;1;0;
Wildenbruch, Ernst von – Wartburg;1879;1;0;
Wildenbruch, Ernst von – Weihnachten auf fremdem Meere;1879;1;0;
Wildenradt, Johann von – Die schöne Bernauerin;1879;1;0;
Wildgans, Anton – Freiwillige;1915;1;0;
Wildgans, Anton – Infanterie!;1915;1;0;
Wildgans, Anton – Vom kleinen Alltag;1915;1;0;
Wilferth, Ferdinand – Mucius Scaevola;1863;1;0;
Willatzen, Peter Johann – Der Sturz der Irminsäule;1858;1;0;
Willatzen, Peter Johann – König Wilhelms Jagd;1858;1;0;
Winckler, Willibald – Scene aus der Schlacht bei Weißenburg;1854.5;1;0;
Winterfeld, Joachim von – Am Abend von Kunersdorf;1907;1;0;
Winterfeld, Joachim von – Der Große Kurfürst beim Frieden von St. Germain;1907;1;0;
Winterfeld, Paul von – Die Normannen vor Paris;1888.5;1;0;
Winterfeld, Paul von – Guter Rat;1888.5;1;0;
Winterfeld, Paul von – Heinrich von Plauen;1888.5;1;0;
Woeniger, Julius – Tod d. Herzogs Johann v. Mecklenburg;1858;1;0;
Woermann, Karl – Eleusis;1878;1;0;
Woeste, Fr. – Unser Zeichen;1841;1;0;
Wohlthat – Des Königs Heimkehr;1852;1;0;
Wolf, Adam – Nachruf an die Erzherzogin Hildegarde;1856;1;0;
Wolf, Paul – Paul Wolf, König Heinrichs Gang nach Kanossa (1077);1905;1;0;
Wolff, Julius – Das Tränenkrüglein;1868;1;0;
Wolff, Julius – Ein Franctireur;1868;1;0;
Wolff, Julius – Nicht mehr wie sonst von jener Fensterecke;1868;1;0;
Wolff, Julius – Zum Geburtstag des Kaisers;1868;1;0;
Wurzbach, Konstantin von – An die Majestäten des Kaisers und der Kaiserin;1852;1;0;
Wurzbach, Konstantin von – Auf Hammer-Purgstall;1852;1;0;
Wurzbach, Konstantin von – Aus der „verschollenen Königsstadt“;1852;1;0;
Wurzbach, Konstantin von – Der heilige Stanislaus;1852;1;0;
Wurzbach, Konstantin von – Hartmann’s Tod;1852;1;0;
Wurzbach, Konstantin von – Königin Hedwig von Polen;1852;1;0;
Wurzbach, Konstantin von – Rudolf;1852;1;0;
Wüstendörfer, Charlotte – Der Wächter von Szillen;1926;1;0;
Zahn, Ernst – Die Heimkehr der Eidgenossen (1515);1901;1;0;
Zech, Paul – Das Gardinenweberdorf;1915;1;0;
Zech, Paul – Der Hauer;1915;1;0;
Zeise, Heinrich – In die Heimat;1856;1;0;
Zerkaulen, Heinrich – Freiwilliger von Anno 14;1926;1;0;
Zerkaulen, Heinrich – Wandlung (Geschrieben am Tag von Langemarck);1926;1;0;
Zettel, Karl – Boadicea;1865;1;0;
Zettel, Karl – Der letzte Agilulfinger in Bayern;1865;1;0;
Zettel, Karl – Des Britannicus Leichenfeier;1865;1;0;
Zettel, Karl – Die alte Bischofsburg;1865;1;0;
Zettel, Karl – Kaiser Josephs Gebet;1865;1;0;
Zettel, Karl – Kaiser Ludwig der Bayer (131–1347);1865;1;0;
Zettel, Karl – Loki;1865;1;0;
Zettel, Karl – Odin;1865;1;0;
Zettel, Karl – Themistokles’ Ende;1865;1;0;
Zettel, Karl – Thor;1865;1;0;
Zettel, Karl – Umkehr;1865;1;0;
Ziehen, E. – Thomas Münzer;1853;1;0;
Ziel, Ernst – Das Totenhemde;1875;1;0;
Zille, Moritz Alexander – Bonifacius Tod;1848;1;0;
Zillich, Heinrich – Deutsches Lied in Siebenbürgen;1932;1;0;
Zillich, Heinrich – Vermächtnis (Dem Jahrgang 1898);1932;1;0;
Zimmermann, Friedrich Wilhelm – Das Ulmer Münster;1841;1;0;
Zimmermann, Friedrich Wilhelm – Friedrichs II. Tod;1841;1;0;
Zoozmann, Richard – Die Rosen;1897;1;0;
Zoozmann, Richard – Frauen und Kinder zuerst;1897;1;0;
Zoozmann, Richard – Göttin Industrie;1897;1;0;
Zoozmann, Richard – Sedan;1897;1;0;
Albrecht, Engelbert – Blücher auf dem Montmartre;1870;2;0;
Albrecht, Engelbert – Heinrich der Finkler;1870;2;0;
Albrecht, Engelbert – Konrads I. Tod;1870;2;0;
Albrecht, Engelbert – Wallenstein;1870;2;0;
Allmers, Hermann – Der Halligmatrose;1855;2;0;
Anacker, Heinrich – Ritter, Tod und Teufel;1935;2;0;
Appel, Wilhelm Freiherr von – Vorabend;1909;2;0;
Arx, Adrian von – Tells Tod;1851;2;0;
Auerbach, Berthold – Vergiß, mein Volk, die treuen Toten nicht!;1846;2;0;
Barthel, Gustav Emil – Deutsches Kaiserlied (15. Sept. 1870);1869;2;0;
Bauer, Ludwig – Kaiser Friedrich;1866;2;0;
Baumbach, Rudolf – Das Feuer loht;1874;2;0;
Baumbach, Rudolf – Die Martinswand;1874;2;0;
Beck, Friedrich – Kaiser Heinrich I. und Herzog Arnulf I. von Baiern;1840;2;0;
Bewer, Max – Zu enge Brust;1895;2;0;
Bischoff, Friedrich – Annabergsage;1930;2;0;
Blanckarts, Moritz – Die rote Rose;1873;2;0;
Blomberg, Hugo von – Der neue Krösus (Sept. 1870);1854;2;0;
Blomberg, Hugo von – Dietrich von Wackenitz;1854;2;0;
Blomberg, Hugo von – König Wilhelms „eigenstes Werk“;1854;2;0;
Blunck, Hans Friedrich – Kaiser Ottos Tod;1922;2;0;
Bodenstedt, Friedrich – Ein Blick vom Kreml;1853;2;0;
Bodenstedt, Friedrich – Philipp von Mazedonien;1853;2;0;
Bodenstedt, Friedrich – Vergeßt der Wittwen und Waisen nicht;1853;2;0;
Boehm, Otto – Das Denkmal auf dem Niederwald;1881;2;0;
Boehm, Otto – Zum Geburtstage unseres Kaisers;1881;2;0;
Böhme, Herbert – Der 9. November;1933;2;0;
Borberger, Emil von – Prinz Eugen vor Ludwig XIV.;1851;2;0;
Böttger, Adolf – Die eherne Mauer;1850;2;0;
Böttger, Adolf – Gellert vor Friedrich dem Großen;1850;2;0;
Böttger, Adolf – Karl’s des Großen Sachsenkriege;1850;2;0;
Böttger, Adolf – Pausanias Verbannung;1850;2;0;
Böttger, Adolf – Wartburg;1850;2;0;
Bowitsch, Ludwig – Erzherzog Karl;1852;2;0;
Bowitsch, Ludwig – Kaiser Karl V.;1852;2;0;
Brauer, Eduard – Christoph von Baden;1845;2;0;
Braun, Isabella – Die Auflösung des deutschen Reiches;1849;2;0;
Brinckmeier, Eduard – Napoleon bei Jena;1845;2;0;
Bröger, Karl – Der Granatensonntag;1912;2;0;
Bröger, Karl – Ein Nachtgefecht;1920;2;0;
Bröger, Karl – Feldbegräbnis;1920;2;0;
Bröger, Karl – Stellung;1920;2;0;
Brunner, Sebastian – Ernst der Tapfere;1848;2;0;
Brunner, Sebastian – Heinrich der Erste;1848;2;0;
Brunold, Friedrich – Otto IV. mit dem Pfeile;1845;2;0;
Carriere, Moritz – Johann Wolfgang von Göthe;1851;2;0;
Colshorn, Theodor – Friedrich Franz II. von Mecklenburg;1855;2;0;
Constant, Wilhelm – Darius Botschaft an die Athener;1850;2;0;
Dahn, Felix – „Main-Linie“;1867;2;0;
Dahn, Felix – An die Deutschen;1868;2;0;
Dahn, Felix – An König Ludwig II. von Bayern;1868;2;0;
Dahn, Felix – Das Lied vom Kaisersohn und vom getreuen Grafen;1868;2;0;
Dahn, Felix – Der Falkonier;1868;2;0;
Dahn, Felix – Der Germane den Bekehrern;1868;2;0;
Dahn, Felix – Die Schlacht von Sedan;1868;2;0;
Dahn, Felix – Germanisches Osterfest;1868;2;0;
Dahn, Felix – Heil dem Kaiser;1868;2;0;
Dahn, Felix – Hunnen-Zug;1868;2;0;
Dahn, Felix – Kaiser Heinrich VI.;1868;2;0;
Dahn, Felix – Kaiser Rudolf von Habsburg und der Graf von Falkenstein;1868;2;0;
Dahn, Felix – Konradin;1868;2;0;
Dahn, Felix – Lebe wohl nun, Kaiser Wilhelm;1868;2;0;
Dahn, Felix – Lied Walthers von der Vogelweide;1868;2;0;
Dahn, Felix – Moltke;1868;2;0;
Dahn, Felix – Siegfrieds Leichenfahrt;1868;2;0;
Dahn, Felix – York in Tauroggen;1868;2;0;
Dieffenbach, Georg Christian – Dornrösleins Erwachen;1856;2;0;
Dohm, Ernst – Zur Heimkehr;1853;2;0;
Dräxler-Manfred, Karl Ferdinand – Die Schlacht bei Sempach;1840;2;0;
Drobisch, Theodor – Hans Sachs;1845;2;0;
Duill, Gustav – Ein Trunk in Weißenburg;1859;2;0;
Duller, Eduard – Baiern ein Königreich;1843;2;0;
Duller, Eduard – Der Rotbart auf der Tiberbrücke;1843;2;0;
Duller, Eduard – Die Flucht Friedrichs V. von der Pfalz;1843;2;0;
Duller, Eduard – Franz von Sickingen. Der Todesritter. Albrecht Dürer;1843;2;0;
Duller, Eduard – Friedrich I. vor der Etschklause;1843;2;0;
Duller, Eduard – Heinrich der Löwe in Regensburg;1843;2;0;
Duller, Eduard – Heinrich Jasomirgotts Erhebung zum Herzog;1843;2;0;
Duller, Eduard – Hohen-Schwangau;1843;2;0;
Duller, Eduard – Kaiser Friedrich Barbarossa und Otto von Wittelsbach;1843;2;0;
Duller, Eduard – Kaiser Karl VII. und der Siegesbote;1843;2;0;
Duller, Eduard – Otto von Wittelsbach zu Mainz;1843;2;0;
Duller, Eduard – Rotbarts Freund;1843;2;0;
Duller, Eduard – Tilly’s Tod;1843;2;0;
Duller, Eduard – Ulrich von Hutten, der gekrönte Poet, klagt um Franz von Sickingen;1843;2;0;
Duller, Eduard – Vom Markgrafen Ernst;1843;2;0;
Eckart, Dietrich – Adolf Hitler;1902;2;0;
Eckart, Dietrich – Sturmlied;1902;2;0;
Edert, E. [Eduard?] – Freiwillige vor!;1914;2;0;
Engelbach, Georg – Philipp der Großmüthige als Knabe;1857;2;0;
Engelbach, Georg – Philipp der Großmüthige zu Worms;1857;2;0;
Evers, Matthias – Auf Kaiser Wilhelm II.;1879;2;0;
Ey, Adolf – Im Anobtale;1878;2;0;
Falke, Gustav – Die Schnitterin;1887;2;0;
Falke, Gustav – Hans Sporck;1887;2;0;
Fallersleben, Heinrich Hoffmann von – Eins und Alles;1841;2;0;
Fallersleben, Heinrich Hoffmann von – Neueste Beschreibung des Wiener Kongresses;1840;2;0;
Findeisen, Kurt Arnold – Der Kinderkreuzzug;1922;2;0;
Findeisen, Kurt Arnold – Unser ist der Sonnenwagen;1917;2;0;
Firmenich, Johann Matthias – Der alte Fritz;1842;2;0;
Firmenich, Johann Matthias – Held Friedrich;1842;2;0;
Firmenich, Johann Matthias – Preußisches Soldatenlied;1842;2;0;
Fischer, Johann Georg – Der alte Fritz auf Sanssouci;1850;2;0;
Fitger, Arthur – Johann Sebastian Bach;1875;2;0;
Flex, Walter – Das goldene, das grüne und das braune Buch des Dichters Löns;1902;2;0;
Flex, Walter – Deutsche Schicksalsstunde;1902;2;0;
Flex, Walter – Im Felde zwischen Nacht und Tag;1902;2;0;
Flex, Walter – Leutnantsdienst;1902;2;0;
Flex, Walter – Streife vor dem Feind;1902;2;0;
Fontane, Theodor – Archibald Douglas;1854;2;0;
Fontane, Theodor – Der alte Derfflling;1849;2;0;
Fontane, Theodor – Der alte Fritz (Zur Enthüllungsfeier am 31. Mai 1851);1851;2;0;
Fontane, Theodor – Der Quitzowen Fall und Untergang;1853;2;0;
Fontane, Theodor – Du Adlerland!;1853;2;0;
Fontane, Theodor – Gorm Grymme;1864;2;0;
Fontane, Theodor – Königgrätz;1866;2;0;
Fontane, Theodor – Seydlitz und der Bürgermeister von Ohlau;1853;2;0;
Frahm, Ludwig – Die Cimbern;1890;2;0;
Frankl, Ludwig August – Hutten’s Vermächtniß;1844;2;0;
Frankl, Ludwig August – Kaiser Karl IV. in Pisa;1844;2;0;
Frankl, Ludwig August – Kärntens Lehen;1844;2;0;
Frankl, Ludwig August – Richard Löwenherz und Saladin;1844;2;0;
Frankl, Ludwig August – Rudolf von Habsburg und Ritter Klingen;1844;2;0;
Fransecky, Karl Otto von – Seidlitz vor Gotha;1855;2;0;
Freiligrath, Ferdinand – Barbarossa’s erstes Erwachen;1844;2;0;
Freiligrath, Ferdinand – Blum;1844;2;0;
Freiligrath, Ferdinand – Der Falk;1844;2;0;
Freiligrath, Ferdinand – Der Wassergeuse;1844;2;0;
Freiligrath, Ferdinand – Ehret die Arbeit;1844;2;0;
Freiligrath, Ferdinand – Hoffnung und Gebet;1844;2;0;
Freiligrath, Ferdinand – Nebo;1844;2;0;
Freiligrath, Ferdinand – Schwarz-rot-gold;1848;2;0;
Frey, Adolf – Auszug;1889;2;0;
Fricke, Friedrich Wilhelm – Kaiser Josef;1844;2;0;
Friedreich, Friedrich – Wallensteins Ermordung;1862;2;0;
Fuchs, Reinhold – Hünengrab;1892;2;0;
Gaudy, Alice von – Der Gruß des Feldherrn;1897;2;0;
Gaudy, Alice von – Mönch Berthold;1897;2;0;
Gaudy, Alice von – Undank;1897;2;0;
Geibel, Emanuel – An König Wilhelm;1849;2;0;
Geibel, Emanuel – Benedikt XIII.;1849;2;0;
Geibel, Emanuel – Das Grab des Achill;1849;2;0;
Geibel, Emanuel – Der verzauberte Kaiser;1849;2;0;
Geibel, Emanuel – Deutschlands Einheit;1849;2;0;
Geibel, Emanuel – Ein Ruf über den Main;1867;2;0;
Geibel, Emanuel – Einheitsdrang;1849;2;0;
Geibel, Emanuel – Hanseatisches Festlied;1849;2;0;
Geibel, Emanuel – Letzter Wunsch;1849;2;0;
Geibel, Emanuel – Omar;1849;2;0;
Geibel, Emanuel – Trinkspruch;1849;2;0;
Geibel, Emanuel – Unsere Zuflucht;1849;2;0;
Geibel, Emanuel – Weckrufe;1849;2;0;
Geibel, Emanuel – Wittenborg;1849;2;0;
Geißler, Max – Preußischer Trinkspruch;1902;2;0;
Genast, Wilhelm – Die Heldenmauer;1856;2;0;
George-Kaufmann, Amara – An Kaiserin Viktoria;1869;2;0;
George, Stefan – An die toten;1902;2;0;
George, Stefan – Einem jungen führer im ersten weltkrieg;1902;2;0;
Gerok, Karl – Das beste Kreuz;1849;2;0;
Gerok, Karl – Die Kreuzfahrer;1849;2;0;
Gerok, Karl – Thusnelde;1849;2;0;
Gerok, Karl – Unter dem roten Kreuze;1849;2;0;
Gerok, Karl – Wie Kaiser Karl zur Jagd ritt;1867;2;0;
Ginzkey, Franz Karl – Feindliche Flieger;1905;2;0;
Goßmann, Johann Bartholomäus – Kaiser Heinrich II. und Markgraf Hezilo;1845;2;0;
Gottschall, Rudolf von – An Kaiser Wilhelm II.;1857;2;0;
Gottschall, Rudolf von – Deutsche Träume;1857;2;0;
Greif, Martin – Das Streitholz;1873;2;0;
Greif, Martin – Der Hohenstaufen Ahn;1873;2;0;
Greif, Martin – Des Kaisers Erntekranz;1873;2;0;
Greif, Martin – Deutsches Gebet;1870;2;0;
Greif, Martin – Die Treuen;1873;2;0;
Greif, Martin – Verbunden;1873;2;0;
Grimm, Herman – Die Tochter des Langobardenkönigs;1849;2;0;
Groh, Otto Emmerich – Tannenberg 1410;1929;2;0;
Grote, Ludwig – Rudolf von Habsburgs Erwählung;1859;2;0;
Grün, Anastasius – Dorneck;1840;2;0;
Grün, Anastasius – Frastenz (1499);1840;2;0;
Grün, Anastasius – Guinegate;1840;2;0;
Grün, Anastasius – Kaiser Joseph's II. Bild;1840;2;0;
Grün, Anastasius – Malplaquet;1840;2;0;
Grün, Anastasius – Maria Theresia;1840;2;0;
Grün, Anastasius – Österreichs Gruß an die deutschen Brüder;1840;2;0;
Hanstein, Adalbert von – Deutschland – das Kaiserland;1885;2;0;
Hauptmann, Gerhart – O mein Vaterland;1896;2;0;
Hebbel, Friedrich – An des Kaisers von Österreich Majestät;1847;2;0;
Hebbel, Friedrich – Goethe ging heim;1847;2;0;
Henninger, Alois – Heinrich Raspe und Konrad von Hohenstaufen;1848;2;0;
Herwegh, Georg – Bundeslied;1864;2;0;
Herwegh, Georg – Der beste Berg;1842;2;0;
Herwegh, Georg – Der Gang um Mitternacht;1851;2;0;
Herwegh, Georg – Die deutsche Flotte;1851;2;0;
Herwegh, Georg – Frühling;1851;2;0;
Herwegh, Georg – Reiterlied;1851;2;0;
Herwegh, Georg – Rheinweinlied;1851;2;0;
Heß, Rudolf – Vor Verdun;1928;2;0;
Hesekiel, George – Bei Gitschin;1853;2;0;
Hesekiel, George – Belle-alliance-Lied;1846;2;0;
Hesekiel, George – Das Heldenlied;1853;2;0;
Hesekiel, George – Den Johanniter-Rittern;1853;2;0;
Hesekiel, George – Der alte Courbière;1853;2;0;
Hesekiel, George – Der erste Tatzenschlag;1853;2;0;
Hesekiel, George – Der große Kurfürst verabscheute den Mord;1853;2;0;
Hesekiel, George – Der Große Kurfürst zur See (1686);1853;2;0;
Hesekiel, George – Die Garde bei Trautenau;1853;2;0;
Hesekiel, George – Die Schweden in der Mark;1853;2;0;
Hesekiel, George – Die Toten im Taubergrunde;1853;2;0;
Hesekiel, George – Grab und Wiege;1853;2;0;
Hesekiel, George – Heraus!;1853;2;0;
Hesekiel, George – Jeschko von Köpenick;1853;2;0;
Hesekiel, George – König Friedrich Wilhelms IV. Tod;1853;2;0;
Hesekiel, George – Sieg bei Wörth;1853;2;0;
Hesekiel, George – Tod Kaiser Heinrichs VII. von Luxemburg;1853;2;0;
Hesekiel, George – Von der Königin;1853;2;0;
Hesekiel, George – Waldemar valde amarus est;1846;2;0;
Heym, Georg – Der Krieg;1911;2;0;
Hirsch, Rudolf – Im Spielberg;1850;2;0;
Hirsch, Rudolf – Kaiser Joseph II. in der Festung Spielberg;1850;2;0;
Hocker, Nikolaus – Friedrich von Spee;1856;2;0;
Hoffs, Friedrich van – Am 15. Juni 1888;1877;2;0;
Hohlbaum, Robert – Wittekind;1920;2;0;
Holz, Arno – Zum 2. September;1897;2;0;
Ille, Eduard – Hans von Weert;1857;2;0;
Jensen, Wilhelm – Der Überfall im Bade;1871;2;0;
Jensen, Wilhelm – Ein altes Wort;1871;2;0;
Jensen, Wilhelm – König Konrads Tod;1871;2;0;
Kauffer, Eduard – Freischarenlied;1858;2;0;
Kauffer, Eduard – Passauer Vertrag;1858;2;0;
Kaufmann, Alexander – Stein und Graf Siech;1851;2;0;
Keller, Gottfried – Ein Stückgiesser vom Jahre 1515;1853;2;0;
Keller, Gottfried – Ufenau;1853;2;0;
Keller, Gottfried – Wien 1848;1853;2;0;
Kinkel, Gottfried – Dietrich von Berne;1849;2;0;
Kletke, Hermann – Der Backenstreich;1847;2;0;
Köppen, Fedor von – Die Preußen vor Stralsund;1864;2;0;
Köster, Hans – Der große Kurfürst. Nachricht von dem Einfall der Schweden in die Mark;1852;2;0;
Köster, Hans – Vor der Schlacht bei Fehrbellin ;1852;2;0;
Kotzde, Wilhelm – Markgraf Friedrich und die Quitzows;1904;2;0;
Krais, Julius – Der Tod des Drusus;1841;2;0;
Krais, Julius – Der treu Verbündete;1841;2;0;
Krais, Julius – Luther verbrennt die Bannbulle;1841;2;0;
Krais, Julius – Prinz Eugen bei Noveredo;1841;2;0;
Krais, Julius – Prinz Eugen vor Belgrad;1841;2;0;
Kübler, Jakob – Das Lied vom neuen Bunde;1847;2;0;
Kübler, Jakob – Die Schlacht bei Murten;1847;2;0;
Künzel, Heinrich – Der Fürstenbund zur Befreiung Philipps des Großmüthigen;1844;2;0;
Künzel, Heinrich – Philipps des Großmüthigen Befreiung;1844;2;0;
Lemcke, Karl – Ragnars Todtensang;1865;2;0;
Lepel, Bernhard von – An den Fürsten;1852;2;0;
Leutrum-Ertingen, Ad. von – Lied der Sachsen;1851;2;0;
Liliencron, Detlev von – Fühler und Vorhang;1878;2;0;
Liliencron, Detlev von – Im Tal von Roncesvalles;1878;2;0;
Liliencron, Detlev von – König Abels Tod;1878;2;0;
Liliencron, Detlev von – Siegesfest;1878;2;0;
Lingg, Hermann – Chor der Geißler;1854;2;0;
Lingg, Hermann – Der Aufbruch der Hunnen;1854;2;0;
Lingg, Hermann – Der Graf von Flandern;1854;2;0;
Lingg, Hermann – Der Kinder Kreuzfahrt;1854;2;0;
Lingg, Hermann – Der Mönch auf dem St. Bernhard;1854;2;0;
Lingg, Hermann – Der Vandalenkönig in Afrika;1854;2;0;
Lingg, Hermann – Die Macht der Großmut;1854;2;0;
Lingg, Hermann – Die Tanzwut;1854;2;0;
Lingg, Hermann – Einmarsch der Marodeure;1854;2;0;
Lingg, Hermann – Endoxia;1854;2;0;
Lingg, Hermann – Gotenkönig Tejas;1854;2;0;
Lingg, Hermann – Gutenberg;1854;2;0;
Lingg, Hermann – Heinrich der Löwe gründet die Stadt München;1854;2;0;
Lingg, Hermann – Ludwig der Bayer und Friedrich der Schöne;1854;2;0;
Lingg, Hermann – Mycerin;1854;2;0;
Lingg, Hermann – Pästum;1854;2;0;
Lingg, Hermann – Schweizer und Landsknechte;1854;2;0;
Lingg, Hermann – Theodorich der Große;1854;2;0;
Lingg, Hermann – Trasimen;1854;2;0;
Lissauer, Ernst – Die Weihnacht von 1812;1916;2;0;
Lohmeyer, Julius – Zum neuen Jahrhundert;1868;2;0;
Löns, Hermann – Das Osterfeuer;1900;2;0;
Löns, Hermann – Der Bohrturm;1900;2;0;
Löns, Hermann – Deutsches Matrosenlied;1900;2;0;
Löns, Hermann – Die sieben Steinhäuser;1900;2;0;
Löwenberg, Jakob – Auf dem Felde der Ehre;1890;2;0;
Löwenstein, Rudolf – An Straßburg;1853;2;0;
Lüdtke, Franz – Kronprinz Friedrich in Küstrin;1916;2;0;
Lüttringhaus, Johann Dietrich – Friedrich am Sterbebette Dühan’s;1848;2;0;
Lüttringhaus, Johann Dietrich – Kaiser Heinrich I. vor Brennabor;1848;2;0;
Marbach, Gotthard Oswald – Mein Vaterland;1844;2;0;
Matthäi, Albert – Du sollst an Deutschlands Zukunft glauben;1891;2;0;
Maximilian, Peter Paul – Die Tage des Unglücks;1862;2;0;
Maximilian, Peter Paul – Zur Krönung des Königs Wilhelm und der Königin Augusta von Preußen;1862;2;0;
Meißner, Alfred – Das Interdict;1856;2;0;
Meißner, Alfred – Straßburg ist unser;1856;2;0;
Meißner, Alfred – Vor der Entscheidung;1856;2;0;
Meißner, Alfred – Ziska vor Raby;1856;2;0;
Menzel, Herybert – Der Kamerad;1933;2;0;
Menzel, Herybert – Die Tirschtiegeler Mütter;1933;2;0;
Meyer, Conrad Ferdinand – Alte Schweizer;1859;2;0;
Meyer, Conrad Ferdinand – Cäsars Schwert;1859;2;0;
Meyer, Conrad Ferdinand – Das kaiserliche Schreiben;1859;2;0;
Meyer, Conrad Ferdinand – Der Schmied;1859;2;0;
Meyer, Conrad Ferdinand – Die Schweizer des Herrn von Tremouille (1495);1859;2;0;
Meyer, Conrad Ferdinand – Die Zwingburg;1859;2;0;
Meyer, Conrad Ferdinand – Friede auf Erden;1859;2;0;
Meyer, Conrad Ferdinand – Huttens letzte Tage. Die Ablaßbude;1859;2;0;
Meyer, Conrad Ferdinand – Schillers Bestattung;1859;2;0;
Meyer, Johannes – Kaiser Heinrich III.;1869;2;0;
Meyer, Johannes – Kaiser Heinrich IV. in Bingen;1869;2;0;
Miegel, Agnes – Die Frauen von Nidden;1908;2;0;
Miegel, Agnes – König Manfred;1908;2;0;
Miegel, Agnes – Über die Weichsel drüben;1908;2;0;
Milo, August – Kaiser Friedrich II. auf dem Reichstage in Mainz;1854;2;0;
Minding, Julius – Alexander von Humboldt;1842;2;0;
Minding, Julius – Die Brandenburger im Türkenkriege;1842;2;0;
Minding, Julius – Die Flöte;1842;2;0;
Minding, Julius – Gebet der Sachsen;1842;2;0;
Minding, Julius – Gotha;1842;2;0;
Minding, Julius – Kollin;1842;2;0;
Möller, Eberhard Wolfgang – Der dritte Brief;1933;2;0;
Monte, Ambros del – Die Dragoner de Ligne;1874;2;0;
Monte, Ambros del – Die Seeschlacht bei Lissa;1874;2;0;
Möser, Albert – Ankunft der Schweden;1869;2;0;
Möser, Albert – Der Kirchgang Heinrichs IV.;1869;2;0;
Möser, Albert – Die Franzosen in Speyer;1869;2;0;
Möser, Albert – Die Schwedenbrücke;1869;2;0;
Möser, Albert – Dietrich von Bern;1869;2;0;
Möser, Albert – Friedrich II.;1869;2;0;
Möser, Albert – Interregnum. Lied der Bürger von Koblenz;1869;2;0;
Möser, Albert – Jagdlied Ottos I.;1869;2;0;
Möser, Albert – Kaiserbestattung;1869;2;0;
Möser, Albert – Klingfors Nachtlied;1869;2;0;
Möser, Albert – Konradins Abschied vom Bodensee;1869;2;0;
Möser, Albert – Langensalza;1869;2;0;
Möser, Albert – Lied der Westgoten in Spanien;1869;2;0;
Möser, Albert – Lied des Kreuzfahrers;1869;2;0;
Möser, Albert – Lied des Römers;1869;2;0;
Möser, Albert – Lied Rudolfs II.;1869;2;0;
Möser, Albert – Margarete von Hohenstaufen;1869;2;0;
Möser, Albert – Nächtlicher Kampf in Gitschin;1869;2;0;
Möser, Albert – Otto II. vor Paris;1869;2;0;
Möser, Albert – Totenwacht an der Leiche Lothars des Sachsen;1869;2;0;
Möser, Albert – Wallensteins Stern;1869;2;0;
Mühler, Heinrich von – Die Schlacht bei Morgarten;1847;2;0;
Müller von Königswinter, Wolfgang – Der Mönch von Heisterbach. c. 1200 n. Chr.;1851;2;0;
Müller von Königswinter, Wolfgang – Ludwig der Fromme und der Bischof von Utrecht;1849;2;0;
Müller-Guttenbrunn, Adam – Banater Schwabenlied;1886;2;0;
Münchhausen, Börries von – Ein Lied Volkers;1920;2;0;
